file_id,object_name,result_id,model_id,flower_box_id,flower_class,flower_score,flower_name,width,height,x0,y0,x1,y1
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,13,0,0.89158695936203,daisy,78,86,975,868,1053,954
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,14,0,0.8884409070014954,daisy,92,80,1136,430,1228,510
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,15,0,0.8878256678581238,daisy,79,88,879,836,958,924
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,16,0,0.8871692419052124,daisy,83,77,1280,524,1363,601
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,17,0,0.8863510489463806,daisy,99,97,1222,616,1321,713
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,18,0,0.867819607257843,daisy,87,85,1330,632,1417,717
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,19,0,0.8667883276939392,daisy,70,75,1125,603,1195,678
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,20,0,0.8414562344551086,daisy,77,78,1082,612,1159,690
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,21,0,0.8404656648635864,daisy,67,67,1221,401,1288,468
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,22,0,0.813133716583252,daisy,67,65,1017,687,1084,752
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,23,0,0.5461034178733826,daisy,57,60,1002,696,1059,756
2,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-15-51Z.jpg,490,CONFIG002,24,0,0.5257903933525085,daisy,75,59,1087,586,1162,645
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,0,0,0.920586884021759,daisy,95,99,844,680,939,779
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,1,0,0.9035160541534424,daisy,80,80,1219,253,1299,333
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,2,0,0.903154194355011,daisy,97,98,1244,1048,1341,1146
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,3,0,0.9004656076431274,daisy,84,79,793,615,877,694
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,4,0,0.8991906046867371,daisy,89,79,1186,347,1275,426
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,5,0,0.8990898132324219,daisy,101,101,671,802,772,903
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,6,0,0.8973701000213623,daisy,82,75,1325,369,1407,444
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,7,0,0.8971853852272034,daisy,88,82,1274,527,1362,609
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,8,0,0.8963897824287415,daisy,93,87,1139,541,1232,628
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,9,0,0.8954135775566101,daisy,80,81,854,888,934,969
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,10,0,0.8951836228370667,daisy,85,85,1334,639,1419,724
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,11,0,0.8951083421707153,daisy,78,85,977,869,1055,954
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,12,0,0.8936221599578857,daisy,99,100,1380,962,1479,1062
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,13,0,0.8930125832557678,daisy,88,85,1406,653,1494,738
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,14,0,0.891132652759552,daisy,84,90,1133,922,1217,1012
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,15,0,0.8851479291915894,daisy,81,100,962,957,1043,1057
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,16,0,0.8797563314437866,daisy,95,94,1226,624,1321,718
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,17,0,0.85885089635849,daisy,84,91,877,835,961,926
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,18,0,0.8455101847648621,daisy,72,66,1218,406,1290,472
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,19,0,0.8233290314674377,daisy,70,80,1127,606,1197,686
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,20,0,0.814354419708252,daisy,78,78,1082,616,1160,694
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,21,0,0.8030577301979065,daisy,66,63,1017,687,1083,750
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,22,0,0.7579126954078674,daisy,81,75,1058,371,1139,446
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,23,0,0.7172964811325073,daisy,83,75,1145,448,1228,523
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,24,0,0.6509442925453186,daisy,79,71,1154,428,1233,499
3,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-52-41Z.jpg,491,CONFIG002,25,0,0.5517116785049438,daisy,63,75,1218,860,1281,935
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,0,0,0.9298091530799866,daisy,83,95,1130,924,1213,1019
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,1,0,0.921325147151947,daisy,95,98,845,680,940,778
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,2,0,0.9100663661956787,daisy,84,74,1320,366,1404,440
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,3,0,0.9091464877128601,daisy,100,101,670,803,770,904
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,4,0,0.9033499956130981,daisy,75,85,978,871,1053,956
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,5,0,0.9027892351150513,daisy,83,79,794,611,877,690
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,6,0,0.9024926424026489,daisy,79,80,856,891,935,971
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,7,0,0.9023496508598328,daisy,86,101,961,961,1047,1062
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,8,0,0.9011936783790588,daisy,97,99,1380,965,1477,1064
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,9,0,0.9007523655891418,daisy,87,84,1407,651,1494,735
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,10,0,0.9005246758460999,daisy,87,81,1278,526,1365,607
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,11,0,0.9002285003662109,daisy,89,80,1190,345,1279,425
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,12,0,0.898999035358429,daisy,88,83,1336,640,1424,723
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,13,0,0.8982221484184265,daisy,78,81,1222,252,1300,333
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,14,0,0.8951330780982971,daisy,94,87,1139,539,1233,626
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,15,0,0.891951858997345,daisy,96,99,1241,1047,1337,1146
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,16,0,0.8862062692642212,daisy,96,95,1227,623,1323,718
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,17,0,0.869464099407196,daisy,71,66,1217,405,1288,471
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,18,0,0.8579655885696411,daisy,94,87,1140,432,1234,519
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,19,0,0.8468046188354492,daisy,79,89,881,837,960,926
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,20,0,0.8250265121459961,daisy,77,77,1083,616,1160,693
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,21,0,0.8237228989601135,daisy,68,64,1016,687,1084,751
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,22,0,0.8126229047775269,daisy,69,82,1128,603,1197,685
4,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-35-34Z.jpg,492,CONFIG002,23,0,0.5403947830200195,daisy,77,67,1084,584,1161,651
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,0,0,0.9184143543243408,daisy,95,99,844,679,939,778
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,1,0,0.906278669834137,daisy,99,97,671,799,770,896
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,2,0,0.903243362903595,daisy,83,78,794,611,877,689
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,3,0,0.9022861123085022,daisy,80,81,1219,251,1299,332
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,4,0,0.9016154408454895,daisy,92,86,1137,539,1229,625
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,5,0,0.8993149399757385,daisy,79,84,977,870,1056,954
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,6,0,0.8973947167396545,daisy,82,73,1324,368,1406,441
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,7,0,0.8972856998443604,daisy,89,81,1186,343,1275,424
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,8,0,0.895972728729248,daisy,79,80,855,889,934,969
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,9,0,0.8939805626869202,daisy,87,80,1276,526,1363,606
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,10,0,0.8937252759933472,daisy,97,98,1243,1048,1340,1146
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,11,0,0.8907500505447388,daisy,87,93,1128,922,1215,1015
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,12,0,0.890617847442627,daisy,101,101,1379,960,1480,1061
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,13,0,0.889378011226654,daisy,87,82,1407,651,1494,733
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,14,0,0.8888912200927734,daisy,97,95,1225,622,1322,717
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,15,0,0.886573851108551,daisy,80,99,962,958,1042,1057
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,16,0,0.8703734874725342,daisy,87,85,1335,638,1422,723
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,17,0,0.8653165102005005,daisy,73,77,1124,604,1197,681
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,18,0,0.8562127351760864,daisy,82,91,879,836,961,927
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,19,0,0.8503699898719788,daisy,69,65,1218,405,1287,470
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,20,0,0.8224995732307434,daisy,75,76,1084,617,1159,693
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,21,0,0.7929443717002869,daisy,67,64,1016,685,1083,749
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,22,0,0.7488901019096375,daisy,85,81,1143,440,1228,521
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,23,0,0.7168321013450623,daisy,82,76,1056,370,1138,446
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,24,0,0.6178386211395264,daisy,63,73,1219,860,1282,933
5,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-42-47Z.jpg,493,CONFIG002,25,0,0.5463473796844482,daisy,83,72,1150,429,1233,501
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,0,0,0.9235663414001465,daisy,84,95,1129,923,1213,1018
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,1,0,0.9191061854362488,daisy,100,103,672,802,772,905
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,2,0,0.9176729917526245,daisy,94,98,846,681,940,779
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,3,0,0.9024527668952942,daisy,99,100,1379,964,1478,1064
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,4,0,0.901874303817749,daisy,79,83,976,873,1055,956
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,5,0,0.9017540216445923,daisy,85,101,961,960,1046,1061
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,6,0,0.9012011289596558,daisy,78,80,856,891,934,971
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,7,0,0.8984410762786865,daisy,86,80,1276,528,1362,608
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,8,0,0.8977950811386108,daisy,85,74,1318,366,1403,440
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,9,0,0.8962652683258057,daisy,79,81,1221,253,1300,334
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,10,0,0.8951969146728516,daisy,84,79,793,615,877,694
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,11,0,0.8936806321144104,daisy,87,84,1407,651,1494,735
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,12,0,0.8933930993080139,daisy,94,87,1139,539,1233,626
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,13,0,0.892266571521759,daisy,89,78,1187,348,1276,426
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,14,0,0.8899337649345398,daisy,96,98,1241,1048,1337,1146
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,15,0,0.8813815116882324,daisy,96,94,1226,625,1322,719
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,16,0,0.8701493740081787,daisy,88,86,1334,636,1422,722
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,17,0,0.8580372333526611,daisy,72,66,1218,405,1290,471
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,18,0,0.8455721735954285,daisy,79,89,881,837,960,926
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,19,0,0.8322305679321289,daisy,89,84,1140,434,1229,518
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,20,0,0.8223338723182678,daisy,78,79,1082,615,1160,694
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,21,0,0.8127054572105408,daisy,70,82,1127,604,1197,686
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,22,0,0.7950004935264587,daisy,67,65,1016,686,1083,751
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,23,0,0.6417306065559387,daisy,73,71,1059,379,1132,450
6,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-36-28Z.jpg,494,CONFIG002,24,0,0.5272862315177917,daisy,78,65,1083,586,1161,651
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,0,0,0.9311888217926025,daisy,85,95,1129,929,1214,1024
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,1,0,0.9236484169960022,daisy,102,99,1373,975,1475,1074
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,2,0,0.9090144038200378,daisy,81,77,794,609,875,686
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,3,0,0.9075944423675537,daisy,77,84,973,872,1050,956
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,4,0,0.90533447265625,daisy,95,95,669,806,764,901
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,5,0,0.904567301273346,daisy,96,99,839,676,935,775
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,6,0,0.9008277058601379,daisy,90,85,1405,645,1495,730
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,7,0,0.899681806564331,daisy,84,100,962,963,1046,1063
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,8,0,0.8977538347244263,daisy,92,82,1194,339,1286,421
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,9,0,0.89671391248703,daisy,88,80,1281,524,1369,604
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,10,0,0.8955811858177185,daisy,97,103,1232,1051,1329,1154
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,11,0,0.8939505219459534,daisy,80,81,853,893,933,974
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,12,0,0.8920154571533203,daisy,99,96,1218,618,1317,714
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,13,0,0.8784332871437073,daisy,87,74,1304,361,1391,435
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,14,0,0.8686313033103943,daisy,86,86,1335,637,1421,723
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,15,0,0.8673645853996277,daisy,77,81,1225,252,1302,333
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,16,0,0.8657323122024536,daisy,95,87,1136,534,1231,621
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,17,0,0.8630266189575195,daisy,88,79,1144,427,1232,506
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,18,0,0.8626524806022644,daisy,75,86,881,839,956,925
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,19,0,0.857275664806366,daisy,67,67,1226,400,1293,467
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,20,0,0.8550100922584534,daisy,77,81,1210,850,1287,931
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,21,0,0.8436421155929565,daisy,78,81,1082,611,1160,692
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,22,0,0.8403980135917664,daisy,68,75,1125,604,1193,679
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,23,0,0.819541335105896,daisy,67,66,1018,686,1085,752
7,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-03-20Z.jpg,495,CONFIG002,24,0,0.63942950963974,daisy,57,61,1001,698,1058,759
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,0,0,0.9106523394584656,daisy,97,98,841,678,938,776
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,1,0,0.9090534448623657,daisy,93,95,667,799,760,894
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,2,0,0.9054604768753052,daisy,100,99,1374,965,1474,1064
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,3,0,0.9050859808921814,daisy,82,79,790,607,872,686
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,4,0,0.9034186601638794,daisy,80,84,976,872,1056,956
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,5,0,0.9012129902839661,daisy,80,81,1220,251,1300,332
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,6,0,0.9008318781852722,daisy,94,85,1135,537,1229,622
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,7,0,0.9004813432693481,daisy,86,82,1406,652,1492,734
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,8,0,0.8992130756378174,daisy,87,94,1124,923,1211,1017
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,9,0,0.8973246216773987,daisy,89,80,1187,344,1276,424
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,10,0,0.896942138671875,daisy,84,101,961,959,1045,1060
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,11,0,0.8926553726196289,daisy,87,75,1317,365,1404,440
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,12,0,0.8900285959243774,daisy,86,80,1275,524,1361,604
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,13,0,0.8881466388702393,daisy,80,82,854,889,934,971
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,14,0,0.8866543173789978,daisy,98,97,1220,618,1318,715
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,15,0,0.8843070268630981,daisy,96,101,1239,1047,1335,1148
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,16,0,0.8605219721794128,daisy,85,83,1328,634,1413,717
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,17,0,0.8591947555541992,daisy,70,66,1218,405,1288,471
8,0344-6782/2021-06-21/08/0344-6782_2021-06-21T08-37-10Z.jpg,496,CONFIG002,18,0,0.8565998673439026,daisy,72,75,1122,603,1194,678
